Election,Precinct,TOTPOP,NH_WHITE,NH_BLACK,NH_ASIAN,HISP,num_black,num_white,num_asian,num_hispanic,num_undetermined,black_avail,white_avail,asian_avail,hisp_avail,black_thresh,white_thresh,asian_thresh,hispanic_thresh,How many surpass?
E11,1101,3009,276,1332,812,420,2,3,0,0,0,3,13,1,1,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
MY14,280,2420,169,1469,594,99,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
MY14,291,2207,360,673,723,346,0,4,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
MY14,299,1913,233,666,556,316,0,4,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
MY14,308,961,128,215,433,147,0,4,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
MY14,315,2330,321,480,1160,274,0,4,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
MY14,319,1061,156,282,437,146,0,4,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
MY14,830,177,27,68,56,17,1,3,1,0,0,6,6,3,0,Surpasses,Doesn't Surpass,Surpasses,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-10 P-09,4446,2244,985,235,730,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-11 P-03,3887,2111,952,117,455,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-3 P-06,4540,2609,1086,112,497,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-4 P-01,3918,1672,953,609,433,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-4 P-02,5116,2436,1426,512,378,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-4 P-03,3132,793,1323,478,296,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-4 P-04,3977,2452,795,300,193,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-4 P-05,5344,1614,2388,579,378,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-4 P-06,3763,1271,1577,362,260,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-4 P-07,2630,1762,501,81,129,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-4 P-08,4004,1557,1462,381,323,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-5 P-01,4095,743,2255,456,321,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-5 P-04,2427,414,1460,221,148,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-5 P-05,2607,602,1375,291,143,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-5 P-6C,1960,498,952,157,202,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-6 P-01,1160,609,415,34,53,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-6 P-02,3544,1307,1795,166,107,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-6 P-03,5220,951,3373,580,166,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-6 P-04,4083,2166,1448,107,152,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-6 P-09,2725,1645,681,82,163,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-7 P-06,5378,2693,1721,452,242,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-8 P-04,2467,1062,770,101,394,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-mayor-cvr,MINNEAPOLIS W-8 P-05,3357,2000,724,91,326,1,4,0,0,0,4,27,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-10 P-09,4446,2244,985,235,730,2,3,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-11 P-03,3887,2111,952,117,455,1,4,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-3 P-06,4540,2609,1086,112,497,2,3,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-4 P-01,3918,1672,953,609,433,2,3,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-4 P-02,5116,2436,1426,512,378,2,3,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-4 P-03,3132,793,1323,478,296,2,3,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-4 P-04,3977,2452,795,300,193,2,3,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-4 P-05,5344,1614,2388,579,378,2,3,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-4 P-06,3763,1271,1577,362,260,1,4,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-4 P-07,2630,1762,501,81,129,2,3,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-4 P-08,4004,1557,1462,381,323,2,3,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-5 P-01,4095,743,2255,456,321,2,3,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-5 P-04,2427,414,1460,221,148,2,3,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-5 P-05,2607,602,1375,291,143,2,3,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-5 P-6C,1960,498,952,157,202,1,4,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-6 P-01,1160,609,415,34,53,2,3,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-6 P-02,3544,1307,1795,166,107,2,3,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-6 P-03,5220,951,3373,580,166,2,3,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-6 P-04,4083,2166,1448,107,152,2,3,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-6 P-09,2725,1645,681,82,163,2,3,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-7 P-06,5378,2693,1721,452,242,1,4,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-8 P-04,2467,1062,770,101,394,1,4,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-park-at-large-cvr,MINNEAPOLIS W-8 P-05,3357,2000,724,91,326,1,4,0,0,0,3,7,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-ward-5-cvr,MINNEAPOLIS W-5 P-01,4095,743,2255,456,321,2,1,1,0,1,2,1,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-ward-5-cvr,MINNEAPOLIS W-5 P-04,2427,414,1460,221,148,2,1,1,0,1,2,1,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-ward-5-cvr,MINNEAPOLIS W-5 P-05,2607,602,1375,291,143,2,1,1,0,1,2,1,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2013-ward-5-cvr,MINNEAPOLIS W-5 P-6C,1960,498,952,157,202,2,1,1,0,1,2,1,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-10 P-09,4446,2244,985,235,730,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-11 P-03,3887,2111,952,117,455,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-3 P-06,4540,2609,1086,112,497,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-3 P-12,790,471,202,57,26,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-4 P-01,3918,1672,953,609,433,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-4 P-02,5116,2436,1426,512,378,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-4 P-03,3132,793,1323,478,296,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-4 P-04,3977,2452,795,300,193,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-4 P-05,5344,1614,2388,579,378,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-4 P-06,3763,1271,1577,362,260,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-4 P-07,2630,1762,501,81,129,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-4 P-08,4004,1557,1462,381,323,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-5 P-01,4095,743,2255,456,321,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-5 P-04,2427,414,1460,221,148,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-5 P-05,2607,602,1375,291,143,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-5 P-6C,1960,498,952,157,202,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-6 P-01,1160,609,415,34,53,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-6 P-02,3544,1307,1795,166,107,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-6 P-03,5220,951,3373,580,166,1,3,1,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-6 P-04,4083,2166,1448,107,152,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-6 P-09,2725,1645,681,82,163,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-7 P-06,5378,2693,1721,452,242,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-8 P-04,2467,1062,770,101,394,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-mayor-cvr,MINNEAPOLIS W-8 P-05,3357,2000,724,91,326,1,4,0,0,0,2,12,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-10 P-09,4446,2244,985,235,730,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-11 P-03,3887,2111,952,117,455,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-3 P-06,4540,2609,1086,112,497,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-3 P-12,790,471,202,57,26,1,4,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-4 P-01,3918,1672,953,609,433,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-4 P-02,5116,2436,1426,512,378,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-4 P-03,3132,793,1323,478,296,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-4 P-04,3977,2452,795,300,193,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-4 P-05,5344,1614,2388,579,378,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-4 P-06,3763,1271,1577,362,260,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-4 P-07,2630,1762,501,81,129,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-4 P-08,4004,1557,1462,381,323,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-5 P-01,4095,743,2255,456,321,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-5 P-04,2427,414,1460,221,148,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-5 P-05,2607,602,1375,291,143,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-5 P-6C,1960,498,952,157,202,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-6 P-01,1160,609,415,34,53,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-6 P-02,3544,1307,1795,166,107,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-6 P-03,5220,951,3373,580,166,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-6 P-04,4083,2166,1448,107,152,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-6 P-09,2725,1645,681,82,163,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-7 P-06,5378,2693,1721,452,242,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-8 P-04,2467,1062,770,101,394,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-park-at-large-cvr,MINNEAPOLIS W-8 P-05,3357,2000,724,91,326,2,3,0,0,0,2,8,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-ward-4-cvr,MINNEAPOLIS W-4 P-01,3918,1672,953,609,433,2,2,0,0,1,2,2,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-ward-4-cvr,MINNEAPOLIS W-4 P-02,5116,2436,1426,512,378,2,2,0,0,1,2,2,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-ward-4-cvr,MINNEAPOLIS W-4 P-03,3132,793,1323,478,296,2,2,0,0,1,2,2,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-ward-4-cvr,MINNEAPOLIS W-4 P-04,3977,2452,795,300,193,2,2,0,0,1,2,2,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-ward-4-cvr,MINNEAPOLIS W-4 P-05,5344,1614,2388,579,378,2,2,0,0,1,2,2,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-ward-4-cvr,MINNEAPOLIS W-4 P-06,3763,1271,1577,362,260,2,2,0,0,1,2,2,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-ward-4-cvr,MINNEAPOLIS W-4 P-07,2630,1762,501,81,129,2,2,0,0,1,2,2,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-ward-4-cvr,MINNEAPOLIS W-4 P-08,4004,1557,1462,381,323,2,2,0,0,1,2,2,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-ward-5-cvr,MINNEAPOLIS W-5 P-01,4095,743,2255,456,321,3,0,1,0,1,3,0,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-ward-5-cvr,MINNEAPOLIS W-5 P-04,2427,414,1460,221,148,3,0,1,0,1,3,0,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-ward-5-cvr,MINNEAPOLIS W-5 P-05,2607,602,1375,291,143,3,0,1,0,1,3,0,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
2017-ward-5-cvr,MINNEAPOLIS W-5 P-6C,1960,498,952,157,202,3,0,1,0,1,3,0,1,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CC3,238,1047,303,495,37,145,3,1,0,0,1,4,1,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CC3,240,2292,417,1207,203,340,3,1,0,0,1,4,1,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CC3,241,1133,493,224,187,131,3,1,0,0,1,4,1,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CC3,243,1185,514,287,111,154,4,1,0,0,0,4,1,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CC3,244,1502,635,426,164,182,3,1,0,0,1,4,1,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CC3,246,837,291,288,93,119,3,1,0,0,1,4,1,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CC3,247,1133,444,362,172,97,3,1,0,0,1,4,1,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CC3,248,2512,805,1049,282,220,3,1,0,0,1,4,1,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CC3,250,1527,662,391,221,152,3,1,0,0,1,4,1,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CC3,269,1843,535,791,243,164,4,1,0,0,0,4,1,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CC3,820,671,134,364,86,50,3,1,0,0,1,4,1,0,0,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,117,851,467,180,53,108,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,121,1213,634,225,140,139,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,122,1032,493,233,80,138,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,123,884,311,289,127,110,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,134,1434,605,350,224,154,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,136,781,460,150,59,69,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,138,790,424,140,103,86,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,139,1678,898,284,203,195,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,140,1488,733,303,219,141,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,147,1053,595,227,90,72,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,227,1564,371,827,100,178,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,228,1242,404,507,136,106,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,230,1110,355,506,48,123,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,231,1150,338,481,80,182,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,232,1100,275,608,43,106,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,233,889,300,403,34,111,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,234,1867,535,917,131,201,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,235,2099,1113,482,136,215,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,236,1419,665,451,72,125,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,237,1573,673,615,80,126,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,238,1047,303,495,37,145,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,239,2339,549,1146,178,321,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,240,2292,417,1207,203,340,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,241,1133,493,224,187,131,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,243,1185,514,287,111,154,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,244,1502,635,426,164,182,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,246,837,291,288,93,119,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,247,1133,444,362,172,97,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,248,2512,805,1049,282,220,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,250,1527,662,391,221,152,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
CCL,251,1724,978,312,170,149,2,2,0,1,0,2,2,0,1,Surpasses,Surpasses,Doesn't Surpass,Doesn't Surpass,2
